Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
hangat,0,0,0,0,0,0,0,0,0,0
hanggar,0,0,0,0,0,0,0,0,0,0
hangus,0,1,0,0,0,0,0,0,0,0
hantu,0,1,0,0,0,1,0,1,0,0
hanyut,0,0,0,0,0,0,0,0,0,0
hapus,0,1,1,0,0,1,0,1,0,0
haram,0,1,1,0,1,1,0,1,1,0
harap,1,0,0,1,0,0,1,0,1,1
harem,0,0,0,0,0,0,0,0,0,0
harga,1,0,0,1,0,0,1,0,1,1
hari kerja,0,1,0,0,0,0,0,0,0,0
harimau,0,0,0,0,0,1,0,0,0,0
harimau kumbang,0,0,0,0,0,1,0,0,0,0
harmoni,1,0,0,0,0,0,1,0,0,1
harmonik,0,0,0,0,0,0,0,0,0,0
harmonika,0,0,0,0,0,0,0,0,0,0
harry,0,1,1,0,0,0,0,1,0,0
hart,0,0,0,0,0,0,0,0,0,0
harta,1,0,0,1,0,0,1,0,0,1
harum,1,0,0,0,0,0,0,0,0,0
hash,0,1,0,0,0,0,0,0,0,0
hasil,1,0,0,1,0,0,1,0,1,1
hasil bagi,0,0,0,0,0,0,0,0,0,0
hasil karya,1,0,0,0,0,0,1,0,0,0
hastakarya,0,0,0,0,0,0,0,0,0,0
hasut,0,1,1,1,0,1,0,0,0,0
hati,1,0,0,0,0,1,0,1,0,0
hati nurani,1,0,0,0,0,0,0,0,0,1
haus,0,1,0,1,0,0,0,1,1,0
haus darah,0,1,1,0,1,1,0,0,0,0
havermut,0,0,0,0,0,0,0,0,0,0
haw,0,0,0,0,0,0,0,0,0,0
hawar,0,1,0,0,1,1,0,1,0,0
header,0,0,0,0,0,0,0,0,0,0
heath,0,0,0,0,0,0,0,0,0,0
heather,0,0,0,0,0,0,0,0,0,0
hebat,0,1,1,0,1,1,0,0,1,0
heboh,0,1,1,0,0,0,0,1,1,0
hedonisme,1,1,0,0,0,0,1,0,0,0
hegemonik,0,0,0,0,0,0,0,0,0,0
hektar,0,0,0,0,0,0,0,0,0,0
helipad,0,0,0,0,0,0,0,0,0,0
helm,1,0,0,0,0,1,0,0,0,0
hem,0,0,0,0,0,0,0,0,0,0
hemat,1,0,0,0,1,0,0,0,0,1
hembus,0,0,0,0,0,0,0,0,0,0
hemlock,0,0,0,0,0,0,0,0,0,0
hening,1,0,0,0,0,1,0,1,0,0
henti,0,1,0,0,0,1,0,1,1,0
henti sebentar,0,0,0,0,0,0,0,0,0,0
heraldik,0,0,0,0,0,0,0,0,0,0
heran,1,0,0,0,0,1,1,0,1,0
herba,0,0,0,0,0,0,0,0,0,0
herbal,1,0,0,0,0,0,0,0,0,0
herbarium,0,0,0,0,0,0,0,0,0,0
hermeneutika,0,0,0,0,0,0,0,0,0,0
heroik,1,0,0,0,0,0,1,0,1,1
heroin,0,1,0,0,0,0,0,0,0,0
herpes,0,1,0,0,1,0,0,0,0,0
herpesvirus,0,1,0,0,1,0,0,0,0,0
heterogenitas,0,0,0,0,0,0,0,0,0,0
hewan,0,0,0,0,0,0,0,0,0,0
hianat,0,1,1,0,0,0,0,0,0,0
hias,1,0,0,0,0,0,0,0,0,0
hias bentuk mawar,0,0,0,0,0,0,0,0,0,0
hias kepala,0,0,0,0,0,0,0,0,0,0
hiatus,0,0,0,0,0,0,0,0,0,0
hibah,1,0,0,1,0,0,1,0,0,1
hibernasi,0,0,0,0,0,0,0,0,0,0
hibernate,0,0,0,0,0,0,0,0,0,0
hibrida,0,0,0,0,0,0,0,0,0,0
hibur,1,0,0,1,0,0,1,0,1,1
hidang,0,0,0,0,0,0,0,0,0,0
hidang buka,0,0,0,0,0,0,0,0,0,0
hidang utama,0,0,0,0,0,0,0,0,0,0
hidrodinamika,0,0,0,0,0,0,0,0,0,0
hidrogen,0,0,0,0,0,0,0,0,0,0
hidrografi,0,0,0,0,0,0,0,0,0,0
hidrolika,0,0,0,0,0,0,0,0,0,0
hidrologi,0,0,0,0,0,0,0,0,0,0
hidrosefalus,0,1,0,0,1,1,0,1,0,0
hidung,0,0,0,0,1,0,0,0,0,0
hidup,1,0,0,1,0,0,1,0,0,0
hidup damping,0,0,0,0,0,0,0,0,0,1
hidup kembali,1,1,0,1,0,0,0,0,0,0
hidup lama,0,0,0,0,0,0,0,0,0,0
hidup sama,1,0,0,0,0,0,0,0,0,1
higienis,1,0,0,0,0,0,0,0,0,0
hijau,1,0,0,0,0,0,1,0,0,1
hilang,0,1,0,0,0,1,0,1,0,0
hilang pandang,0,0,0,0,0,0,0,1,1,0
hilir,0,0,0,0,0,0,0,0,0,0
himpun,0,0,0,0,0,0,0,0,0,0
hina,0,1,1,0,1,1,0,1,0,0
hindar,0,1,1,0,1,1,0,0,0,0
hinggap,0,0,0,0,0,0,0,0,0,0
hiperbola,0,1,0,0,0,0,0,0,0,0
hipertrofi,0,0,0,0,1,1,0,0,1,0
hipnotis,0,0,0,0,0,0,0,0,0,0
hipotek,0,0,0,0,0,1,0,0,0,0
hipotesa,0,0,0,1,0,0,0,0,1,0
hipotetis,0,0,0,0,0,0,0,0,0,0
hippie,0,1,0,0,0,0,0,0,0,0
hirarkis,0,0,0,0,0,0,0,0,0,0
hiruk pikuk,0,1,1,0,1,0,0,0,0,0
hirup,0,0,0,0,0,0,0,0,0,0
histeri,0,1,0,0,0,1,0,0,0,0
histeris,0,1,1,0,0,1,0,0,0,0
histologi,0,0,0,0,0,0,0,0,0,0
hitam,0,1,0,0,0,0,0,1,0,0
hitung,1,0,0,0,0,0,0,0,0,1
hitung mundur,0,0,0,1,0,0,0,0,0,0
hiu,0,1,0,0,0,0,0,0,0,0
hob,0,0,0,0,0,0,0,0,0,0
hobi,1,0,0,0,0,0,1,0,0,0
hoki,0,0,0,0,0,0,0,0,0,0
homoeopati,0,0,0,0,0,0,0,0,0,0
homogen,0,0,0,0,0,0,0,0,0,0
homolog,0,0,0,0,0,0,0,0,0,0
homologi,1,0,0,0,0,0,0,0,0,0
homoseksual,0,0,0,0,0,0,0,0,0,0
homoseksualitas,0,1,0,0,0,0,0,0,0,0
honeysuckle,0,0,0,0,0,0,0,0,0,0
honorarium,0,0,0,0,0,0,0,0,0,0
hore,1,0,0,0,0,0,1,0,0,0
horison,1,0,0,1,0,0,0,0,0,0
horisontal,0,0,0,0,0,0,0,0,0,0
hormat,1,0,0,1,0,0,1,0,0,1
horny,0,0,0,0,0,0,0,0,0,0
horoskop,0,0,0,1,0,0,0,0,0,0
hortikultura,0,0,0,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0
hubung,1,0,0,0,0,0,0,0,0,1
hubung putar,0,0,0,0,0,0,0,0,0,0
hubung sebab akibat,0,0,0,0,0,0,0,0,0,0
hubung sungai,0,0,0,0,0,0,0,0,0,0
hujan,0,0,0,0,0,0,0,1,0,0
hujan badai,0,0,0,0,0,0,0,0,0,0
hujan deras,0,0,0,0,0,0,0,0,0,0
hujan es,1,1,0,0,0,0,0,0,0,1
hujat,0,1,1,0,1,0,0,0,0,0
hukum,0,1,1,1,1,1,0,1,0,0
hukum penjara,0,1,1,0,1,1,0,1,0,0
hukum pidana,0,1,0,0,0,1,0,1,0,0
hulk,0,0,0,0,1,0,0,0,0,0
humongous,0,0,0,0,0,0,0,0,0,0
humoris,1,0,0,0,0,0,1,0,0,0
huni,1,0,0,0,0,0,0,0,0,1
huni liar,0,1,0,0,0,0,0,0,0,0
huruf,0,0,0,0,0,0,0,0,0,0
hutan,0,0,0,0,0,0,0,0,0,0
hutang,0,1,1,1,1,1,0,1,0,0
hype,0,1,0,1,0,0,0,0,0,0
iblis,0,1,1,0,1,1,0,1,0,0
ibu jari,0,0,0,0,0,0,0,0,0,0
ibu kota,0,0,0,0,0,0,0,0,0,0
ibu rumah tangga,0,0,0,0,0,0,0,0,0,0
idam,0,0,0,1,0,0,0,0,0,0
ide,0,0,0,0,0,0,0,0,0,0
idealis,0,0,0,0,0,0,0,0,0,0
idealisme,1,0,0,0,0,0,0,0,0,0
identifikasi,0,0,0,0,0,0,0,0,0,0
identik,0,0,0,0,0,0,0,0,0,0
identitas,0,0,0,0,0,0,0,0,0,0
ideologi,0,0,0,0,0,0,0,0,0,0
idiom,0,0,0,0,0,0,0,0,0,0
idiomatis,0,0,0,0,0,0,0,0,0,0
idiot,0,1,0,0,1,0,0,0,0,0
idola,1,0,0,0,0,0,0,0,0,0
igau,0,1,0,0,1,0,0,1,0,0
ikan,0,0,0,0,0,0,0,0,0,0
ikan kecil,0,0,0,0,0,0,0,0,0,0
ikan kembung,0,0,0,0,0,0,0,0,0,0
ikan kod,0,0,0,0,0,0,0,0,0,0
ikan paus,0,0,0,0,0,0,0,0,0,0
ikan trout,0,0,0,0,0,0,0,0,0,0
ikat,0,1,0,0,0,0,0,0,0,0
iklan,0,0,0,0,0,0,0,0,0,0
iklim,0,0,0,0,0,0,0,0,0,0
ikon,0,0,0,0,0,0,0,0,0,0
ikonik,0,0,0,0,0,0,0,0,0,0
ikonografi,0,0,0,0,0,0,0,0,0,0
ikut serta,0,0,0,0,0,0,0,0,0,0
ilahi,1,0,0,0,0,0,0,0,0,0
ilegal,0,1,1,0,1,1,0,1,0,0
ilham,1,0,0,1,0,0,1,0,0,1
ilmiah,1,0,0,0,0,0,0,0,0,1
ilmu,0,0,0,0,0,0,0,0,0,0
ilmu bahasa,0,0,0,0,0,0,0,0,0,0
ilmu hewan,0,0,0,0,0,0,0,0,0,0
ilmu serangga,0,0,0,0,0,0,0,0,0,0
ilmu virus,0,0,0,0,0,0,0,0,0,0
ilmuwan,1,0,0,1,0,0,0,0,0,1
iluminator,0,0,0,0,0,0,0,0,0,0
ilusi,0,1,0,0,0,0,0,0,1,0
ilustrasi,0,0,0,0,0,0,0,0,0,0
ilustratif,0,0,0,0,0,0,0,0,0,0
imajinasi,0,0,0,0,0,0,0,0,0,0
imajinatif,1,0,0,0,0,0,0,0,0,0
imajiner,0,0,0,0,0,0,0,0,0,0
imam,1,0,0,0,0,0,0,0,0,1
imamat,1,0,0,1,0,0,1,1,0,1
iman,1,0,0,1,0,0,1,0,0,1
imbang,1,0,0,1,0,0,1,0,1,1
imigran,0,0,0,0,0,1,0,0,0,0
imigrasi,0,0,0,0,0,0,0,0,0,0
imitasi,0,1,0,0,0,0,0,0,0,0
imp,0,0,0,0,0,0,0,0,0,0
imperial,0,0,0,0,0,0,0,0,0,0
impersonal,0,0,0,0,0,0,0,0,0,0
implikasi,0,0,0,0,0,0,0,0,0,0
impor,0,0,0,0,0,0,0,0,0,0
impoten,0,1,0,0,0,0,0,0,0,0
improvisasi,1,0,0,1,0,0,0,0,1,0
impuls,0,0,0,0,0,0,0,0,0,0
impunitas,0,0,0,0,0,0,0,0,0,0
imun,0,0,0,0,0,0,0,0,0,0
imunisasi,0,0,0,0,0,0,0,0,0,1
imut,1,0,0,0,0,0,0,0,0,0
inaktivasi,0,0,0,0,0,0,0,0,0,0
inap,0,0,0,0,0,0,0,0,0,1
incest,0,1,1,0,1,1,0,1,0,0
inci,0,0,0,0,0,0,0,0,0,0
indah,1,0,0,1,0,0,1,0,1,1
indeks,0,0,0,0,0,0,0,0,0,0
indent,0,0,0,0,0,0,0,0,0,1
indenture,0,1,1,0,0,0,0,0,0,0
independen,0,0,0,0,0,0,0,0,0,0
indikasi,0,0,0,0,0,0,0,0,0,0
indikatif,0,0,0,0,0,0,0,0,0,0
indikator,0,0,0,0,0,0,0,0,0,0
individualitas,1,0,0,0,0,0,0,0,0,0
indoktrinasi,0,1,1,0,0,1,0,0,0,0
indra,0,0,0,0,0,0,0,0,0,0
indrawi,0,0,0,0,0,0,0,0,0,0
induk,0,0,0,0,0,0,0,0,0,0
induk ayam,0,0,0,0,0,0,0,0,0,0
induksi,0,0,0,0,0,0,0,0,0,0
indung telur,0,0,0,0,0,0,0,0,0,0
industri,0,0,0,0,0,0,0,0,0,0
inelastis,0,0,0,0,0,0,0,0,0,0
infalibilitas,0,0,0,0,0,0,0,0,0,1
infanteri,0,0,0,0,0,0,0,0,0,0
infark,0,1,0,0,0,1,0,0,1,0
infeksi,0,1,0,0,1,1,0,1,0,0
inferior,0,1,0,0,0,0,0,1,0,0
inferioritas,0,1,0,0,0,0,0,0,0,0
infertil,0,0,0,0,0,0,0,0,0,0
infiltrasi,1,1,0,0,0,0,0,0,0,0
inflasi,0,1,0,0,0,1,0,0,0,0
infleksi,0,0,0,0,0,0,0,0,0,0
influensa,0,1,0,0,0,0,0,0,0,0
informal,0,0,0,0,0,0,0,0,0,0
informan,0,0,0,0,0,0,0,0,0,0
informasi,1,0,0,0,0,0,0,0,0,0
infus,0,0,0,0,0,0,0,0,0,0
ingot,0,0,0,0,0,0,0,0,0,0
inhalasi,0,0,0,0,0,0,0,0,0,0
inheren,0,0,0,0,0,0,0,0,0,0
inhibisi,0,0,0,0,0,0,0,0,0,0
injeksi,0,0,0,0,0,1,0,0,0,0
injil,1,0,0,0,0,0,0,0,0,1
inklusif,1,0,0,0,0,0,0,0,0,0
inkonstitusionil,0,1,0,0,0,0,0,0,0,0
inkontinensia,0,0,0,0,0,0,0,0,1,0
inkonvensional,0,0,0,0,0,0,0,0,0,0
inkubasi,0,0,0,0,0,0,0,0,0,0
inokulasi,0,0,0,1,0,0,0,0,0,1
inovasi,1,0,0,0,0,0,0,0,0,0
inquirer,1,0,0,0,0,0,0,0,0,0
insang,0,0,0,0,0,0,0,0,0,0
insentif,0,0,0,0,0,0,0,0,0,0
insersi,0,0,0,0,0,0,0,0,0,0
insidensi,0,0,0,0,0,0,0,0,0,0
insinyur,0,0,0,0,0,0,0,0,0,0
inspektur,1,0,0,0,0,0,0,0,0,0
inspirasi,1,0,0,0,0,0,1,0,1,1
instal ulang,0,0,0,0,0,0,0,0,0,0
instalasi,0,0,0,0,0,0,0,0,0,0
instan,0,0,0,0,0,0,0,0,0,0
instruksi,1,0,0,0,0,0,0,0,0,1
instruksional,0,0,0,0,0,0,0,0,0,0
instrumen,0,0,0,0,0,0,0,0,0,0
instrumental,1,0,0,0,0,0,0,0,0,0
intai,0,1,0,0,0,0,0,0,0,0
integral,0,0,0,0,0,0,0,0,0,0
integrasi,0,0,0,0,0,0,0,0,0,0
integritas,1,0,0,0,0,0,0,0,0,1
intelek,1,0,0,0,0,0,0,0,0,0
intelektual,1,0,0,0,0,0,0,0,0,0
intelijen,1,0,0,0,0,1,1,0,0,1
intens,1,1,1,0,1,1,1,0,1,1
intensif,0,0,0,0,0,0,0,0,0,0
intensitas,0,0,0,0,0,0,0,0,0,0
interaksi,0,0,0,0,0,0,0,0,0,0
interferometer,0,0,0,0,0,0,0,0,0,0
interkom,0,0,0,0,0,0,0,0,0,0
intern,0,0,0,0,0,0,0,0,0,0
internasional,0,0,0,0,0,0,0,0,0,0
interogasi,0,0,0,0,0,1,0,0,0,0
interpolasi,0,0,0,0,0,0,0,0,0,0
interpretasi,0,0,0,0,0,0,0,0,0,0
interstisial,0,0,0,0,0,0,0,0,0,0
intervensi,1,1,0,0,0,0,0,1,0,0
interworking,0,0,0,0,0,0,0,0,0,0
inti,1,0,0,0,0,0,0,0,0,0
intim,1,0,0,1,0,0,1,0,0,1
intimidasi,0,1,1,0,0,1,0,0,0,0
intip,0,0,0,0,0,0,0,0,0,0
intisari,1,0,0,0,0,0,0,0,0,1
intoleran,0,1,1,0,1,1,0,1,0,0
intoleransi,0,1,1,0,1,1,0,0,0,0
intonasi,1,0,0,0,0,0,0,0,0,0
intramural,0,0,0,0,0,0,0,0,0,0
intrik,0,1,0,1,0,1,0,0,1,0
introspeksi,0,0,0,0,0,0,0,0,0,0
intuisi,1,0,0,0,0,0,0,0,0,1
intuitif,1,0,0,0,0,0,0,0,0,0
invasi,0,1,1,0,0,0,0,0,0,0
inventaris,0,0,0,0,0,0,0,0,0,0
inventif,1,0,0,0,0,0,0,0,0,0
inversi,0,0,0,0,0,0,0,0,0,0
investasi kembali,0,0,0,0,0,0,0,0,0,0
investor,0,0,0,0,0,0,0,0,0,0
iota,0,0,0,0,0,0,0,0,0,0
irama,1,0,0,0,0,0,1,0,1,0
irasional,0,1,0,0,1,1,0,0,0,0
irasionalitas,0,1,0,0,0,0,0,0,0,0
ireversibel,0,0,0,0,0,0,0,0,0,0
iri,0,1,0,0,0,0,0,0,0,0
irigasi,0,0,0,0,0,0,0,0,0,0
irik,0,1,1,0,0,1,0,1,0,0
iring,1,0,0,1,0,0,1,0,0,1
iring pengantin,1,0,0,0,0,0,1,0,0,1
iris,0,0,0,0,0,1,0,0,0,0
iritasi,0,1,1,0,1,0,0,1,0,0
ironi,0,1,1,0,0,1,0,0,0,0
ironis,0,1,1,0,0,1,0,0,0,0
isap,0,1,0,0,1,0,0,0,0,0
isap jempol,0,1,0,0,0,0,0,0,0,0
isi,0,0,0,0,0,0,0,0,0,0
isi daya,1,0,0,0,0,0,0,0,0,0
isi kembali,1,0,0,0,0,0,0,0,0,0
isi perut,0,1,0,0,1,0,0,0,0,0
isolasi,0,1,0,0,0,0,0,1,0,0
isomorfisma,0,0,0,0,0,0,0,0,0,0
isotermal,0,0,0,0,0,0,0,0,0,0
istana,0,0,0,0,0,0,0,0,0,0
istilah,0,0,0,0,0,0,0,0,0,0
istimewa,1,0,0,0,0,0,1,0,0,1
istirahat,1,0,0,0,0,0,1,0,0,1
isu,0,1,1,0,0,0,0,1,0,0
isyarat,0,0,0,1,0,0,0,0,0,0
item,0,0,0,0,0,0,0,0,0,0
iterate,0,0,0,0,0,0,0,0,0,0
iteratif,0,0,0,0,0,0,0,0,0,0
itik jantan,0,0,0,0,0,0,0,0,0,0
iur,0,1,0,0,0,0,0,0,0,0
izin,1,0,0,0,0,0,0,0,0,1
jabat juru tulis,0,0,0,0,0,0,0,0,0,0
jabat profesor,0,0,0,0,0,0,0,0,0,1
jack,0,0,0,0,0,0,0,0,0,0
jackass,0,0,0,0,0,0,0,0,0,0
jackpot,1,0,0,1,0,0,1,0,1,0
jaga,1,0,0,0,0,1,0,0,0,1
jaga penjara,0,0,0,0,0,0,0,0,0,0
jago,0,0,0,0,0,0,0,0,0,0
jaguar,0,0,0,0,0,0,0,0,0,0
jagung,0,0,0,0,0,0,0,0,0,0
jahat,0,1,1,0,1,1,0,1,0,0
jahat besar,0,1,0,0,0,0,0,0,0,0
jahe,0,0,0,0,0,0,0,0,0,0
jahit,0,0,0,0,0,0,0,0,0,0
jahit wanita,0,0,0,0,0,0,0,0,0,0
jajan,0,0,0,0,0,0,0,0,0,0
jajar,0,0,0,0,0,0,0,0,0,0
jaksa,0,0,0,0,0,0,0,0,0,0
jalan,1,0,0,1,0,1,1,0,0,0
jalan bebas hambat,0,0,0,0,0,0,0,0,0,0
jalan buntu,0,1,1,0,1,0,0,0,0,0
jalan kaki,0,1,0,0,0,0,0,0,0,0
jalan keluar,0,0,0,0,0,0,0,0,0,0
jalan kereta api,0,0,0,0,0,0,0,0,0,0
jalan lain,0,0,0,0,0,0,0,0,0,0
jalan lintas,0,0,0,0,0,0,0,0,0,0
jalan masuk,0,0,0,0,0,0,0,0,0,0
jalan putar,0,0,0,0,0,0,0,0,0,0
jalan raya,0,0,0,0,0,0,0,0,0,0
jalan raya lintas,0,0,0,0,0,0,0,0,0,0
jalur,0,0,0,1,0,0,0,0,0,0
jam,0,0,0,1,0,0,0,0,0,1
jam bayang matahari,0,0,0,1,0,0,0,0,0,1
jam malam,0,0,0,0,0,0,0,0,0,0
jam pasir,0,0,0,0,0,0,0,0,0,0
jam tangan,0,0,0,0,0,0,0,0,0,0
jamak,0,0,0,0,0,0,0,0,0,0
jaman,0,0,0,0,0,0,0,0,0,0
jamban,0,1,0,0,1,0,0,0,0,0
jamin,1,0,0,0,0,0,0,0,0,1
jamu,1,0,0,1,0,0,1,0,0,0
jamur,0,1,0,0,1,0,0,0,0,0
janda,1,0,0,0,0,0,0,1,0,1
janggal,0,1,0,0,1,0,0,0,0,0
jangka lengkung,0,0,0,0,0,0,0,0,0,0
jangkar,1,0,0,0,0,0,0,0,0,0
jangkau,0,0,0,0,0,0,0,0,0,0
jangkrik,0,0,0,0,0,0,0,0,0,0
jangkung,0,0,0,0,0,0,0,0,0,0
janji,1,0,0,0,0,0,1,0,0,1
janji temu,0,0,0,0,0,0,0,0,0,1
jantan,1,0,0,0,0,0,0,0,0,0
jantung,1,0,0,0,0,0,0,0,0,0
jarah,0,1,1,0,1,1,0,1,1,0
jarak,0,0,0,0,0,0,0,0,0,0
jarak dengar,0,0,0,0,0,0,0,0,0,0
jarak tempuh,0,0,0,0,0,0,0,0,0,0
jarang,0,1,0,0,0,0,0,0,1,0
jargon,0,1,0,0,0,0,0,0,0,0
jari,0,0,0,0,0,0,0,0,0,0
jari kaki,0,0,0,0,0,0,0,0,0,0
jari telunjuk,0,0,0,0,0,0,0,0,0,0
jaring,0,0,0,1,0,0,0,0,0,0
jarum,1,0,0,0,0,0,0,0,0,0
jarum suntik,0,1,0,0,0,1,0,0,0,0
jas hujan,0,0,0,0,0,0,0,0,0,0
jasmani,1,0,0,0,0,0,0,0,0,0
jasper,0,0,0,0,0,0,0,0,0,0
jatah,0,0,0,0,0,0,0,0,0,0
jatuh,0,1,0,0,1,1,0,1,0,0
jatuh pingsan,0,1,0,0,0,1,0,1,1,0
jatuh terjerambab,0,1,0,0,0,1,0,0,1,0
jauh,0,0,0,0,0,0,0,0,0,0
jauh diri,0,1,1,0,0,0,0,1,0,0
jauh hari,0,0,0,0,0,0,0,0,0,0
jaya,1,0,0,1,0,0,1,0,0,1
jeans,0,0,0,0,0,0,0,0,0,0
jebak,0,1,1,0,1,1,0,1,1,0
jejak,0,0,0,0,0,0,0,0,0,0
jelaga,0,1,0,0,1,1,0,0,0,0
jelajah,0,0,0,1,0,0,0,0,0,0
jelas,0,0,0,0,0,0,0,0,0,0
jelatang,0,1,1,0,1,0,0,0,0,0
jelek,0,1,1,0,1,1,0,1,0,0
jeli,0,0,0,0,0,0,0,0,0,0
jembatan,0,0,0,0,0,0,0,0,0,0
jembatan atas jalan,0,0,0,0,0,0,0,0,0,0
jembatan seberang,0,0,0,0,0,0,0,0,0,0
jemput,0,0,0,0,0,0,0,0,0,0
jemu,0,1,0,0,0,0,0,1,0,0
jemur,0,0,0,0,0,0,0,0,0,0
jenak,0,0,0,0,0,0,0,0,0,0
jenaka,1,0,0,0,0,0,1,0,0,0
jenakawan,1,0,0,0,0,0,0,0,0,0
jendela,0,0,0,0,0,0,0,0,0,0
jendela atas pintu,0,0,0,0,0,0,0,0,0,0
jenggot,0,0,0,0,0,0,0,0,0,0
jengkel,0,1,1,0,1,0,0,0,0,0
jenis,1,0,0,0,0,0,1,0,0,1
jenis kelamin,0,0,0,0,0,0,0,0,0,1
jenius,1,0,0,0,0,0,0,0,0,0
jenny,0,0,0,0,0,0,0,0,0,0
jenuh,0,1,0,0,1,0,0,0,0,0
jepang,0,0,0,0,0,0,0,0,0,0
jepit,0,0,0,0,0,0,0,0,0,0
jepret,0,0,0,0,0,0,0,0,0,0
jeram,0,0,0,0,0,0,0,0,0,0
jerami,0,0,0,0,0,0,0,0,0,0
jerapah,0,0,0,0,0,0,0,0,0,0
jerat,0,1,1,0,1,1,0,1,0,0
jerawat,0,1,0,0,1,0,0,1,1,0
jerit,0,1,1,0,0,1,0,1,1,0
jerman,0,0,0,0,0,0,0,0,0,0
jeroan,0,0,0,0,0,0,0,0,0,0
jersey,0,0,0,0,0,0,0,0,0,0
jeruk,1,0,0,0,0,0,1,0,0,0
jet,0,0,0,0,0,0,0,0,0,0
jib,0,0,0,0,0,0,0,0,0,0
jijik,0,1,1,0,1,1,0,1,0,0
jilat,0,1,0,0,1,0,0,0,0,0
jilid,0,0,0,0,0,0,0,0,0,0
jimat,1,0,0,0,0,0,0,0,0,0
jimmy,0,0,0,0,0,0,0,0,0,0
jinak,1,0,0,0,0,0,1,0,0,1
jip,0,0,0,0,0,0,0,0,0,0
jiwa,1,0,0,0,0,0,0,0,0,0
joging,1,0,0,0,0,0,0,0,0,0
john,0,1,0,0,1,0,0,0,0,0
joki,0,1,0,0,0,0,0,0,0,0
jompo,0,1,0,0,0,0,0,0,0,0
jongkok,0,1,0,0,0,1,0,0,0,0
jorok,0,1,0,0,1,0,0,0,0,0
jual,0,0,0,0,0,0,0,0,0,0
jual bahan makan,0,0,0,0,0,0,0,0,0,0
jual buku,0,0,0,0,0,0,0,0,0,0
jual bunga,0,0,0,0,0,0,0,0,0,0
juang,0,1,1,0,0,1,0,1,0,0
juara,1,0,0,1,0,0,1,0,0,1
jubah,0,0,0,0,0,0,0,0,0,0
judi,0,1,0,1,0,0,0,0,1,0
judul,1,0,0,0,0,0,0,0,0,1
jujur,1,0,1,0,1,1,1,1,0,1
julang,0,0,0,0,0,0,0,0,0,0
juling,0,0,0,0,0,0,0,0,0,0
juluk,0,0,0,0,0,0,0,0,0,0
jumbai,0,1,0,0,0,0,0,1,0,0
jumbo,0,0,0,0,0,0,0,0,0,0
jumlah,0,0,0,0,0,0,0,0,0,0
jumlah baca,0,0,0,0,0,0,0,0,0,0
jumlah besar,0,0,0,0,0,0,0,0,0,0
jumlah lebih besar,0,0,0,0,0,0,0,0,0,1
jumlah sedikit,0,0,0,0,0,0,0,0,0,0
junta,0,1,0,0,0,0,0,0,0,0
juntai,0,0,0,0,0,0,0,0,0,0
juragan,0,0,0,0,0,0,0,0,0,0
jurang,0,1,0,0,1,1,0,0,0,0
juri,0,0,0,0,0,0,0,0,0,1
jurnal,0,0,0,0,0,0,0,0,0,0
jurnalistik,0,0,0,0,0,0,0,0,0,1
juru bicara,0,0,0,0,0,0,0,0,0,1
juru kamera,0,0,0,0,0,0,0,0,0,0
juru kampanye,0,0,0,0,0,0,0,0,0,0
juru ketik,0,0,0,0,0,0,0,0,0,0
juru lelang,0,0,0,0,0,0,0,0,0,0
juru potret,0,0,0,0,0,0,0,0,0,0
juru sita,0,1,0,0,0,1,0,0,0,1
jus,0,0,0,0,0,0,0,0,0,0
juta,0,0,0,0,0,0,0,0,0,0
jutawan,0,0,0,0,0,0,0,0,0,0
kabar,0,0,0,0,0,0,0,0,0,0
kabar angin,0,1,0,0,0,0,0,0,0,0
kabel,0,0,0,0,0,0,0,0,1,0
kabin,0,0,0,0,0,0,0,0,0,0
kabinet,1,0,0,0,0,0,0,0,0,1
kabul,1,0,0,0,0,0,0,0,0,0
kabupaten,0,0,0,0,0,0,0,0,0,0
kabur,0,1,0,0,0,0,0,0,0,0
kabut asap,0,1,0,0,0,1,0,0,0,0
kaca,0,0,0,0,0,0,0,0,0,0
kaca besar,0,0,0,0,0,0,0,0,0,0
kacamata,0,0,0,0,0,0,0,0,0,0
kacamata hitam,0,0,0,0,0,0,0,0,0,0
kacang,0,0,0,0,0,0,0,0,0,0
kacau,0,1,1,0,0,1,0,0,1,0
kadaluarsa,0,1,0,0,0,0,0,0,0,0
kadang,0,0,0,0,0,0,0,0,0,0
kadet,0,0,0,0,0,0,0,0,0,0
kadung,0,1,0,0,0,0,0,0,0,0
kafe,1,0,0,0,0,0,0,0,0,0
kafilah,0,0,0,0,0,0,0,0,0,0
kafir,0,1,1,0,1,1,0,0,0,0
kagum,1,0,0,0,0,0,1,0,0,1
kain,0,0,0,0,0,0,0,0,0,0
kain goni,0,0,0,0,0,0,0,0,0,0
kain kafan,0,0,0,0,0,0,0,1,0,0
kain kasa,0,0,0,0,0,0,0,0,0,0
kain kepar,0,0,0,0,0,0,0,0,0,0
kain lap,0,1,0,0,1,0,0,0,0,0
kain perca,0,0,0,0,0,0,0,0,0,0
kais,0,0,0,0,0,0,0,0,0,0
kaisar,0,0,0,0,0,0,0,0,0,0
kait,0,0,0,0,0,0,0,0,0,1
kajang,0,0,0,0,0,0,0,0,0,0
